,cohort,week,week_number,cohort_total,active_subs,active_percent
1065,2017-03-06,2018-03-05,53,172,10,0.06
1066,2017-03-06,2018-03-12,54,172,10,0.06
1067,2017-03-06,2018-03-19,55,172,11,0.06
1068,2017-03-06,2018-03-26,56,172,11,0.06
1069,2017-03-06,2018-04-02,57,172,11,0.06
1070,2017-03-06,2018-04-09,58,172,10,0.06
1071,2017-03-06,2018-04-16,59,172,9,0.05
1072,2017-03-06,2018-04-23,60,172,9,0.05
1073,2017-03-06,2018-04-30,61,172,9,0.05
1074,2017-03-06,2018-05-07,62,172,9,0.05
1075,2017-03-06,2018-05-14,63,172,9,0.05
1076,2017-03-06,2018-05-21,64,172,8,0.05
1077,2017-03-06,2018-05-28,65,172,9,0.05
1078,2017-03-06,2018-06-04,66,172,9,0.05
1079,2017-03-06,2018-06-11,67,172,9,0.05
1080,2017-03-06,2018-06-18,68,172,8,0.05
1081,2017-03-06,2018-06-25,69,172,7,0.04
1082,2017-03-06,2018-07-02,70,172,7,0.04
1083,2017-03-06,2018-07-09,71,172,7,0.04
1084,2017-03-06,2018-07-16,72,172,5,0.03
1085,2017-03-06,2018-07-23,73,172,5,0.03
1086,2017-03-06,2018-07-30,74,172,5,0.03
1087,2017-03-06,2018-08-06,75,172,5,0.03
1088,2017-03-06,2018-08-13,76,172,5,0.03
1089,2017-03-06,2018-08-20,77,172,5,0.03
1090,2017-03-06,2018-08-27,78,172,3,0.02
1091,2017-03-06,2018-09-03,79,172,3,0.02
1092,2017-03-06,2018-09-10,80,172,3,0.02
1093,2017-03-06,2018-09-17,81,172,2,0.01
1094,2017-03-06,2018-09-24,82,172,2,0.01
1095,2017-03-06,2018-10-01,83,172,2,0.01
1096,2017-03-06,2018-10-22,84,172,1,0.01
1097,2017-03-06,2018-10-29,85,172,2,0.01
1098,2017-03-06,2018-11-05,86,172,1,0.01
1099,2017-03-06,2018-11-12,87,172,1,0.01
1100,2017-03-06,2018-11-19,88,172,1,0.01
1101,2017-03-06,2018-11-26,89,172,2,0.01
1102,2017-03-06,2018-12-03,90,172,2,0.01
1103,2017-03-06,2018-12-10,91,172,1,0.01
1104,2017-03-06,2018-12-17,92,172,1,0.01
1105,2017-03-06,2018-12-24,93,172,1,0.01
1106,2017-03-06,2018-12-31,94,172,2,0.01
1107,2017-03-06,2019-01-07,95,172,2,0.01
1108,2017-03-06,2019-01-14,96,172,2,0.01
1109,2017-03-06,2019-01-21,97,172,2,0.01
1110,2017-03-06,2019-01-28,98,172,2,0.01
1111,2017-03-06,2019-02-04,99,172,1,0.01
1112,2017-03-06,2019-02-11,100,172,1,0.01
1113,2017-03-06,2019-02-18,101,172,1,0.01
1114,2017-03-06,2019-02-25,102,172,1,0.01
1115,2017-03-06,2019-03-04,103,172,1,0.01
1116,2017-03-06,2019-03-11,104,172,1,0.01
1117,2017-03-06,2019-03-18,105,172,1,0.01
1118,2017-03-13,2017-03-13,1,278,270,0.97
1119,2017-03-13,2017-03-20,2,278,244,0.88
1120,2017-03-13,2017-03-27,3,278,190,0.68
1121,2017-03-13,2017-04-03,4,278,167,0.6
1122,2017-03-13,2017-04-10,5,278,145,0.52
1123,2017-03-13,2017-04-17,6,278,134,0.48
1124,2017-03-13,2017-04-24,7,278,130,0.47
1125,2017-03-13,2017-05-01,8,278,119,0.43
1126,2017-03-13,2017-05-08,9,278,106,0.38
1127,2017-03-13,2017-05-15,10,278,99,0.36
1128,2017-03-13,2017-05-22,11,278,87,0.31
1129,2017-03-13,2017-05-29,12,278,81,0.29
1130,2017-03-13,2017-06-05,13,278,73,0.26
1131,2017-03-13,2017-06-12,14,278,66,0.24
1132,2017-03-13,2017-06-19,15,278,62,0.22
1133,2017-03-13,2017-06-26,16,278,56,0.2
1134,2017-03-13,2017-07-03,17,278,55,0.2
1135,2017-03-13,2017-07-10,18,278,50,0.18
1136,2017-03-13,2017-07-17,19,278,46,0.17
1137,2017-03-13,2017-07-24,20,278,42,0.15
1138,2017-03-13,2017-07-31,21,278,42,0.15
1139,2017-03-13,2017-08-07,22,278,39,0.14
1140,2017-03-13,2017-08-14,23,278,36,0.13
1141,2017-03-13,2017-08-21,24,278,36,0.13
1142,2017-03-13,2017-08-28,25,278,35,0.13
1143,2017-03-13,2017-09-04,26,278,32,0.12
1144,2017-03-13,2017-09-11,27,278,28,0.1
1145,2017-03-13,2017-09-18,28,278,26,0.09
1146,2017-03-13,2017-09-25,29,278,26,0.09
1147,2017-03-13,2017-10-02,30,278,24,0.09
1148,2017-03-13,2017-10-09,31,278,23,0.08
1149,2017-03-13,2017-10-16,32,278,24,0.09
1150,2017-03-13,2017-10-23,33,278,24,0.09
1151,2017-03-13,2017-10-30,34,278,24,0.09
1152,2017-03-13,2017-11-06,35,278,23,0.08
1153,2017-03-13,2017-11-13,36,278,23,0.08
1154,2017-03-13,2017-11-20,37,278,21,0.08
1155,2017-03-13,2017-11-27,38,278,20,0.07
1156,2017-03-13,2017-12-04,39,278,18,0.06
1157,2017-03-13,2017-12-11,40,278,17,0.06
1158,2017-03-13,2017-12-18,41,278,16,0.06
1159,2017-03-13,2017-12-25,42,278,16,0.06
1160,2017-03-13,2018-01-01,43,278,17,0.06
1161,2017-03-13,2018-01-08,44,278,17,0.06
1162,2017-03-13,2018-01-15,45,278,14,0.05
1163,2017-03-13,2018-01-22,46,278,12,0.04
1164,2017-03-13,2018-01-29,47,278,12,0.04
1165,2017-03-13,2018-02-05,48,278,13,0.05
1166,2017-03-13,2018-02-12,49,278,13,0.05
1167,2017-03-13,2018-02-19,50,278,14,0.05
1168,2017-03-13,2018-02-26,51,278,12,0.04
1169,2017-03-13,2018-03-05,52,278,14,0.05
1170,2017-03-13,2018-03-12,53,278,13,0.05
1171,2017-03-13,2018-03-19,54,278,13,0.05
1172,2017-03-13,2018-03-26,55,278,12,0.04
1173,2017-03-13,2018-04-02,56,278,11,0.04
1174,2017-03-13,2018-04-09,57,278,11,0.04
1175,2017-03-13,2018-04-16,58,278,11,0.04
1176,2017-03-13,2018-04-23,59,278,11,0.04
1177,2017-03-13,2018-04-30,60,278,11,0.04
1178,2017-03-13,2018-05-07,61,278,11,0.04
1179,2017-03-13,2018-05-14,62,278,10,0.04
1180,2017-03-13,2018-05-21,63,278,9,0.03
1181,2017-03-13,2018-05-28,64,278,9,0.03
1182,2017-03-13,2018-06-04,65,278,9,0.03
1183,2017-03-13,2018-06-11,66,278,9,0.03
1184,2017-03-13,2018-06-18,67,278,9,0.03
1185,2017-03-13,2018-06-25,68,278,7,0.03
1186,2017-03-13,2018-07-02,69,278,6,0.02
1187,2017-03-13,2018-07-09,70,278,6,0.02
1188,2017-03-13,2018-07-16,71,278,6,0.02
1189,2017-03-13,2018-07-23,72,278,6,0.02
1190,2017-03-13,2018-07-30,73,278,6,0.02
1191,2017-03-13,2018-08-06,74,278,5,0.02
1192,2017-03-13,2018-08-13,75,278,5,0.02
1193,2017-03-13,2018-08-20,76,278,3,0.01
1194,2017-03-13,2018-08-27,77,278,1,0.0
1195,2017-03-13,2018-09-03,78,278,1,0.0
1196,2017-03-13,2018-09-10,79,278,1,0.0
1197,2017-03-13,2018-09-17,80,278,1,0.0
1198,2017-03-13,2018-09-24,81,278,2,0.01
1199,2017-03-13,2018-10-01,82,278,2,0.01
1200,2017-03-13,2018-10-08,83,278,1,0.0
1201,2017-03-13,2018-10-15,84,278,3,0.01
1202,2017-03-13,2018-10-22,85,278,3,0.01
1203,2017-03-13,2018-10-29,86,278,3,0.01
1204,2017-03-13,2018-11-05,87,278,3,0.01
1205,2017-03-13,2018-11-12,88,278,3,0.01
1206,2017-03-13,2018-11-19,89,278,1,0.0
1207,2017-03-13,2019-01-28,90,278,1,0.0
1208,2017-03-13,2019-02-04,91,278,1,0.0
1209,2017-03-20,2017-03-20,1,325,318,0.98
1210,2017-03-20,2017-03-27,2,325,300,0.92
1211,2017-03-20,2017-04-03,3,325,259,0.8
1212,2017-03-20,2017-04-10,4,325,224,0.69
1213,2017-03-20,2017-04-17,5,325,191,0.59
1214,2017-03-20,2017-04-24,6,325,169,0.52
1215,2017-03-20,2017-05-01,7,325,154,0.47
1216,2017-03-20,2017-05-08,8,325,137,0.42
1217,2017-03-20,2017-05-15,9,325,131,0.4
1218,2017-03-20,2017-05-22,10,325,114,0.35
1219,2017-03-20,2017-05-29,11,325,110,0.34
1220,2017-03-20,2017-06-05,12,325,104,0.32
1221,2017-03-20,2017-06-12,13,325,93,0.29
1222,2017-03-20,2017-06-19,14,325,85,0.26
1223,2017-03-20,2017-06-26,15,325,80,0.25
1224,2017-03-20,2017-07-03,16,325,77,0.24
1225,2017-03-20,2017-07-10,17,325,74,0.23
1226,2017-03-20,2017-07-17,18,325,68,0.21
1227,2017-03-20,2017-07-24,19,325,64,0.2
1228,2017-03-20,2017-07-31,20,325,63,0.19
1229,2017-03-20,2017-08-07,21,325,61,0.19
1230,2017-03-20,2017-08-14,22,325,60,0.18
1231,2017-03-20,2017-08-21,23,325,59,0.18
1232,2017-03-20,2017-08-28,24,325,54,0.17
1233,2017-03-20,2017-09-04,25,325,51,0.16
1234,2017-03-20,2017-09-11,26,325,46,0.14
1235,2017-03-20,2017-09-18,27,325,43,0.13
1236,2017-03-20,2017-09-25,28,325,40,0.12
1237,2017-03-20,2017-10-02,29,325,38,0.12
1238,2017-03-20,2017-10-09,30,325,36,0.11
1239,2017-03-20,2017-10-16,31,325,33,0.1
1240,2017-03-20,2017-10-23,32,325,33,0.1
1241,2017-03-20,2017-10-30,33,325,31,0.1
1242,2017-03-20,2017-11-06,34,325,29,0.09
1243,2017-03-20,2017-11-13,35,325,28,0.09
1244,2017-03-20,2017-11-20,36,325,26,0.08
1245,2017-03-20,2017-11-27,37,325,25,0.08
1246,2017-03-20,2017-12-04,38,325,24,0.07
1247,2017-03-20,2017-12-11,39,325,24,0.07
1248,2017-03-20,2017-12-18,40,325,22,0.07
1249,2017-03-20,2017-12-25,41,325,23,0.07
1250,2017-03-20,2018-01-01,42,325,20,0.06
1251,2017-03-20,2018-01-08,43,325,20,0.06
1252,2017-03-20,2018-01-15,44,325,21,0.06
1253,2017-03-20,2018-01-22,45,325,20,0.06
1254,2017-03-20,2018-01-29,46,325,16,0.05
1255,2017-03-20,2018-02-05,47,325,18,0.06
1256,2017-03-20,2018-02-12,48,325,17,0.05
1257,2017-03-20,2018-02-19,49,325,20,0.06
1258,2017-03-20,2018-02-26,50,325,18,0.06
1259,2017-03-20,2018-03-05,51,325,15,0.05
1260,2017-03-20,2018-03-12,52,325,17,0.05
1261,2017-03-20,2018-03-19,53,325,17,0.05
1262,2017-03-20,2018-03-26,54,325,17,0.05
1263,2017-03-20,2018-04-02,55,325,20,0.06
1264,2017-03-20,2018-04-09,56,325,18,0.06
1265,2017-03-20,2018-04-16,57,325,14,0.04
1266,2017-03-20,2018-04-23,58,325,14,0.04
1267,2017-03-20,2018-04-30,59,325,14,0.04
1268,2017-03-20,2018-05-07,60,325,13,0.04
1269,2017-03-20,2018-05-14,61,325,13,0.04
1270,2017-03-20,2018-05-21,62,325,13,0.04
1271,2017-03-20,2018-05-28,63,325,12,0.04
1272,2017-03-20,2018-06-04,64,325,13,0.04
1273,2017-03-20,2018-06-11,65,325,13,0.04
1274,2017-03-20,2018-06-18,66,325,13,0.04
1275,2017-03-20,2018-06-25,67,325,11,0.03
1276,2017-03-20,2018-07-02,68,325,11,0.03
1277,2017-03-20,2018-07-09,69,325,11,0.03
1278,2017-03-20,2018-07-16,70,325,9,0.03
1279,2017-03-20,2018-07-23,71,325,9,0.03
1280,2017-03-20,2018-07-30,72,325,8,0.02
1281,2017-03-20,2018-08-06,73,325,7,0.02
1282,2017-03-20,2018-08-13,74,325,6,0.02
1283,2017-03-20,2018-08-20,75,325,4,0.01
1284,2017-03-20,2018-08-27,76,325,6,0.02
1285,2017-03-20,2018-09-03,77,325,6,0.02
1286,2017-03-20,2018-09-10,78,325,7,0.02
1287,2017-03-20,2018-09-17,79,325,7,0.02
1288,2017-03-20,2018-09-24,80,325,6,0.02
1289,2017-03-20,2018-10-01,81,325,5,0.02
1290,2017-03-20,2018-10-08,82,325,6,0.02
1291,2017-03-20,2018-10-15,83,325,5,0.02
1292,2017-03-20,2018-10-22,84,325,4,0.01
1293,2017-03-20,2018-10-29,85,325,4,0.01
1294,2017-03-20,2018-11-05,86,325,2,0.01
1295,2017-03-20,2018-11-12,87,325,3,0.01
1296,2017-03-20,2018-11-19,88,325,2,0.01
1297,2017-03-20,2018-11-26,89,325,2,0.01
1298,2017-03-20,2018-12-03,90,325,2,0.01
1299,2017-03-20,2018-12-31,91,325,1,0.0
1300,2017-03-20,2019-01-07,92,325,1,0.0
1301,2017-03-20,2019-01-14,93,325,1,0.0
1302,2017-03-20,2019-01-21,94,325,1,0.0
1303,2017-03-20,2019-02-11,95,325,1,0.0
1304,2017-03-20,2019-03-11,96,325,1,0.0
1305,2017-03-20,2019-03-18,97,325,1,0.0
1306,2017-03-20,2019-03-25,98,325,1,0.0
1307,2017-03-27,2017-03-27,1,298,294,0.99
1308,2017-03-27,2017-04-03,2,298,269,0.9
1309,2017-03-27,2017-04-10,3,298,236,0.79
1310,2017-03-27,2017-04-17,4,298,198,0.66
1311,2017-03-27,2017-04-24,5,298,180,0.6
1312,2017-03-27,2017-05-01,6,298,171,0.57
1313,2017-03-27,2017-05-08,7,298,150,0.5
1314,2017-03-27,2017-05-15,8,298,134,0.45
1315,2017-03-27,2017-05-22,9,298,130,0.44
1316,2017-03-27,2017-05-29,10,298,115,0.39
1317,2017-03-27,2017-06-05,11,298,105,0.35
1318,2017-03-27,2017-06-12,12,298,92,0.31
1319,2017-03-27,2017-06-19,13,298,86,0.29
1320,2017-03-27,2017-06-26,14,298,81,0.27
1321,2017-03-27,2017-07-03,15,298,79,0.27
1322,2017-03-27,2017-07-10,16,298,74,0.25
1323,2017-03-27,2017-07-17,17,298,73,0.24
1324,2017-03-27,2017-07-24,18,298,69,0.23
1325,2017-03-27,2017-07-31,19,298,65,0.22
1326,2017-03-27,2017-08-07,20,298,66,0.22
1327,2017-03-27,2017-08-14,21,298,62,0.21
1328,2017-03-27,2017-08-21,22,298,62,0.21
1329,2017-03-27,2017-08-28,23,298,59,0.2
1330,2017-03-27,2017-09-04,24,298,59,0.2
1331,2017-03-27,2017-09-11,25,298,57,0.19
1332,2017-03-27,2017-09-18,26,298,50,0.17
1333,2017-03-27,2017-09-25,27,298,47,0.16
1334,2017-03-27,2017-10-02,28,298,48,0.16
1335,2017-03-27,2017-10-09,29,298,45,0.15
1336,2017-03-27,2017-10-16,30,298,45,0.15
1337,2017-03-27,2017-10-23,31,298,42,0.14
1338,2017-03-27,2017-10-30,32,298,38,0.13
1339,2017-03-27,2017-11-06,33,298,39,0.13
1340,2017-03-27,2017-11-13,34,298,36,0.12
1341,2017-03-27,2017-11-20,35,298,35,0.12
1342,2017-03-27,2017-11-27,36,298,33,0.11
1343,2017-03-27,2017-12-04,37,298,31,0.1
1344,2017-03-27,2017-12-11,38,298,28,0.09
1345,2017-03-27,2017-12-18,39,298,26,0.09
1346,2017-03-27,2017-12-25,40,298,25,0.08
1347,2017-03-27,2018-01-01,41,298,26,0.09
1348,2017-03-27,2018-01-08,42,298,26,0.09
1349,2017-03-27,2018-01-15,43,298,25,0.08
1350,2017-03-27,2018-01-22,44,298,23,0.08
1351,2017-03-27,2018-01-29,45,298,19,0.06
1352,2017-03-27,2018-02-05,46,298,18,0.06
1353,2017-03-27,2018-02-12,47,298,18,0.06
1354,2017-03-27,2018-02-19,48,298,18,0.06
1355,2017-03-27,2018-02-26,49,298,17,0.06
1356,2017-03-27,2018-03-05,50,298,19,0.06
1357,2017-03-27,2018-03-12,51,298,18,0.06
1358,2017-03-27,2018-03-19,52,298,18,0.06
1359,2017-03-27,2018-03-26,53,298,19,0.06
1360,2017-03-27,2018-04-02,54,298,18,0.06
1361,2017-03-27,2018-04-09,55,298,16,0.05
1362,2017-03-27,2018-04-16,56,298,15,0.05
1363,2017-03-27,2018-04-23,57,298,15,0.05
1364,2017-03-27,2018-04-30,58,298,13,0.04
1365,2017-03-27,2018-05-07,59,298,12,0.04
1366,2017-03-27,2018-05-14,60,298,13,0.04
1367,2017-03-27,2018-05-21,61,298,12,0.04
1368,2017-03-27,2018-05-28,62,298,13,0.04
1369,2017-03-27,2018-06-04,63,298,13,0.04
1370,2017-03-27,2018-06-11,64,298,13,0.04
1371,2017-03-27,2018-06-18,65,298,13,0.04
1372,2017-03-27,2018-06-25,66,298,13,0.04
1373,2017-03-27,2018-07-02,67,298,12,0.04
1374,2017-03-27,2018-07-09,68,298,12,0.04
1375,2017-03-27,2018-07-16,69,298,12,0.04
1376,2017-03-27,2018-07-23,70,298,12,0.04
1377,2017-03-27,2018-07-30,71,298,12,0.04
1378,2017-03-27,2018-08-06,72,298,11,0.04
1379,2017-03-27,2018-08-13,73,298,10,0.03
1380,2017-03-27,2018-08-20,74,298,10,0.03
1381,2017-03-27,2018-08-27,75,298,6,0.02
1382,2017-03-27,2018-09-03,76,298,6,0.02
1383,2017-03-27,2018-09-10,77,298,6,0.02
1384,2017-03-27,2018-09-17,78,298,5,0.02
1385,2017-03-27,2018-09-24,79,298,6,0.02
1386,2017-03-27,2018-10-01,80,298,6,0.02
1387,2017-03-27,2018-10-08,81,298,5,0.02
1388,2017-03-27,2018-10-15,82,298,5,0.02
1389,2017-03-27,2018-10-22,83,298,5,0.02
1390,2017-03-27,2018-10-29,84,298,5,0.02
1391,2017-03-27,2018-11-05,85,298,5,0.02
1392,2017-03-27,2018-11-12,86,298,5,0.02
1393,2017-03-27,2018-11-19,87,298,5,0.02
1394,2017-03-27,2018-11-26,88,298,4,0.01
1395,2017-03-27,2018-12-03,89,298,2,0.01
1396,2017-03-27,2018-12-10,90,298,2,0.01
1397,2017-03-27,2018-12-17,91,298,2,0.01
1398,2017-03-27,2018-12-24,92,298,2,0.01
1399,2017-03-27,2018-12-31,93,298,2,0.01
1400,2017-03-27,2019-01-07,94,298,2,0.01
1401,2017-03-27,2019-01-14,95,298,2,0.01
1402,2017-03-27,2019-01-21,96,298,2,0.01
1403,2017-03-27,2019-01-28,97,298,2,0.01
1404,2017-03-27,2019-02-04,98,298,2,0.01
1405,2017-03-27,2019-02-11,99,298,2,0.01
1406,2017-03-27,2019-02-18,100,298,2,0.01
1407,2017-03-27,2019-02-25,101,298,1,0.0
1408,2017-03-27,2019-03-04,102,298,1,0.0
1409,2017-03-27,2019-03-11,103,298,1,0.0
1410,2017-03-27,2019-03-18,104,298,1,0.0
